id,subj1,subj2,part1,part2,part3,part4,part5,part6,part7,part8
1,Waitlist Notification for ,'''s clients',Hi ,'I''m contacting everyone on my Waitlist as a ', minute , appointment slot is now available on , starting at ,.,'Look forward to seeing you,','Please note that this is a first-come-first-serve notification. Be quick, or someone else might book it first!'
2,Waitlist Notification for ,'''s clients',Hi ,'I''m contacting everyone on my Waitlist as a ', minute , appointment slot is now available on , starting at ,. If you would like to book in please do so via this link: ,'Look forward to seeing you,',
